CLASS,SECTION,CATEGORY,CATEGORY,SUBJECT,TOPIC,OP - DESCRIPTER,,
,Class 700,Class 700,Class 700,713 Landscape architecture of trafficways,715 Arts,,,
,Class 700,Class 700,Class 700,714 Water features in landscape architecture,716 Arts,,,
,Class 700,Class 700,Class 700,715 Woody plants in landscape architecture,717 Arts,,,
,Class 700,Class 700,Class 700,716 Herbaceous plants in landscape architecture,718 Arts,,,
,Class 700,Class 700,Class 700,717 Structures in landscape architecture,719 Arts,,,
,Class 700,Class 700,Class 700,718 Landscape design of cemeteries,720 Arts,,,
,Class 700,Class 700,Class 700,719 Natural landscapes,721 Arts,,,
,Class 700,Class 700,Class 700,720 Architecture,722 Arts,,,
,Class 700,Class 700,Class 700,720 Architecture,723 Arts,,,
,Class 700,Class 700,Class 700,721 Architectural materials & structural elements,724 Arts,,,
,Class 700,Class 700,Class 700,722 Architecture from earliest times to ca. 300,725 Arts,,,
,Class 700,Class 700,Class 700,723 Architecture from ca. 300 to 1399,726 Arts,,,
,Class 700,Class 700,Class 700,724 Architecture from 1400,727 Arts,,,
,Class 700,Class 700,Class 700,725 Public structures,728 Arts,,,
,Class 700,Class 700,Class 700,726 Buildings for religious & related purposes,729 Arts,,,
,Class 700,Class 700,Class 700,727 Buildings for educational & research purposes,730 Arts,,,
,Class 700,Class 700,Class 700,728 Residential & related buildings,731 Arts,,,
,Class 700,Class 700,Class 700,729 Design & decoration of structures & accessories,732 Arts,,,
,Class 700,Class 700,Class 700,"730 Sculpture, ceramics, & metalwork",733 Arts,,,
,Class 700,Class 700,Class 700,730 Sculpture & related arts,734 Arts,,,
,Class 700,Class 700,Class 700,"731 Processes, forms, subjects of sculpture",735 Arts,,,
,Class 700,Class 700,Class 700,"732 Sculpture from earliest times to ca. 500, sculpture of nonliterate peoples",736 Arts,,,
,Class 700,Class 700,Class 700,"733 Greek, Etruscan, Roman sculpture",737 Arts,,,
,Class 700,Class 700,Class 700,734 Sculpture from ca. 500 to 1399,738 Arts,,,
,Class 700,Class 700,Class 700,735 Sculpture from 1400,739 Arts,,,
,Class 700,Class 700,Class 700,736 Carving & carvings,740 Arts,,,
,Class 700,Class 700,Class 700,737 Numismatics & sigillography,741 Arts,,,
,Class 700,Class 700,Class 700,738 Ceramic arts,742 Arts,,,
,Class 700,Class 700,Class 700,739 Art metalwork,743 Arts,,,
,Class 700,Class 700,Class 700,740 Graphic arts & decorative arts,744 Arts,,,
,Class 700,Class 700,Class 700,740 Graphic arts,745 Arts,,,
,Class 700,Class 700,Class 700,741 Drawing & drawings,746 Arts,,,
,Class 700,Class 700,Class 700,742 Perspective in drawing,747 Arts,,,
,Class 700,Class 700,Class 700,743 Drawing & drawings by subject,748 Arts,,,
,Class 700,Class 700,Class 700,744 Not assigned or no longer used,749 Arts,,,
,Class 700,Class 700,Class 700,745 Decorative arts,750 Arts,,,
,Class 700,Class 700,Class 700,746 Textile arts,751 Arts,,,
,Class 700,Class 700,Class 700,747 Interior decoration,752 Arts,,,
,Class 700,Class 700,Class 700,748 Glass,753 Arts,,,
,Class 700,Class 700,Class 700,749 Furniture & accessories,754 Arts,,,
,Class 700,Class 700,Class 700,750 Painting,755 Arts,,,
,Class 700,Class 700,Class 700,750 Painting & paintings,756 Arts,,,
,Class 700,Class 700,Class 700,"751 Techniques, procedures, apparatus, equipment, materials, forms",757 Arts,,,
,Class 700,Class 700,Class 700,752 Color,758 Arts,,,
,Class 700,Class 700,Class 700,"753 Symbolism, allegory, mythology, legend",759 Arts,,,
,Class 700,Class 700,Class 700,754 Genre paintings,760 Arts,,,
,Class 700,Class 700,Class 700,755 Religion,761 Arts,,,
,Class 700,Class 700,Class 700,756 Not assigned or no longer used,762 Arts,,,
,Class 700,Class 700,Class 700,757 Human figures,763 Arts,,,
,Class 700,Class 700,Class 700,"758 Nature, architectural subjects & cityscapes, other specific subjects",764 Arts,,,
,Class 700,Class 700,Class 700,"759 History, geographic treatment, biography",765 Arts,,,
,Class 700,Class 700,Class 700,760 Printmaking & prints,766 Arts,,,
,Class 700,Class 700,Class 700,760 Printmaking & prints,767 Arts,,,
,Class 700,Class 700,Class 700,761 Relief processes (Block printing),768 Arts,,,
,Class 700,Class 700,Class 700,762 Not assigned or no longer used,769 Arts,,,
,Class 700,Class 700,Class 700,763 Lithographic processes (Planographic processes),770 Arts,,,
,Class 700,Class 700,Class 700,764 Chromolithography & serigraphy,771 Arts,,,
,Class 700,Class 700,Class 700,765 Metal engraving,772 Arts,,,
,Class 700,Class 700,Class 700,"766 Mezzotinting, aquatinting, & related processes",773 Arts,,,
,Class 700,Class 700,Class 700,767 Etching & drypoint,774 Arts,,,
,Class 700,Class 700,Class 700,768 Not assigned or no longer used,775 Arts,,,
,Class 700,Class 700,Class 700,769 Prints,776 Arts,,,
,Class 700,Class 700,Class 700,"770 Photography, computer art, film, video",777 Arts,,,
,Class 700,Class 700,Class 700,"770 Photography, computer art, cinematography, videography",778 Arts,,,
,Class 700,Class 700,Class 700,"771 Techniques, procedures, apparatus, equipment, materials",779 Arts,,,
,Class 700,Class 700,Class 700,772 Metallic salt processes,780 Arts,,,
,Class 700,Class 700,Class 700,773 Pigment processes of printing,781 Arts,,,
,Class 700,Class 700,Class 700,774 No longer used—formerly Holography,782 Arts,,,
,Class 700,Class 700,Class 700,775 No longer used—formerly Digital photography,783 Arts,,,
,Class 700,Class 700,Class 700,776 Computer art (Digital art),784 Arts,,,
,Class 700,Class 700,Class 700,777 Cinematography & Videography,785 Arts,,,
,Class 700,Class 700,Class 700,778 Specific fields & special kinds of photography,786 Arts,,,
,Class 700,Class 700,Class 700,779 Photographic images,787 Arts,,,
,Class 700,Class 700,Class 700,780 Music,788 Arts,,,
,Class 700,Class 700,Class 700,780 Music,789 Arts,,,
,Class 700,Class 700,Class 700,781 General principles & musical forms,790 Arts,,,
,Class 700,Class 700,Class 700,782 Vocal music,791 Arts,,,
,Class 700,Class 700,Class 700,783 Music for single voices,792 Arts,,,
,Class 700,Class 700,Class 700,784 Instruments & Instrumental ensembles & their music,793 Arts,,,
,Class 700,Class 700,Class 700,785 Ensembles with only one instrument per part,794 Arts,,,
,Class 700,Class 700,Class 700,"786 Keyboard, mechanical, electrophonic, percussion instruments",795 Arts,,,
