V1,V2,V3,C4,C3,C2,C1,NOT
,,,969. LAWSUIT ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,970. ACQUITTAL ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,971. CONDEMNATION ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,972. PUNISHMENT ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,973. REWARD ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,974. PENALTY ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,975. SCOURGE ,5. INSTITUTIONS ,SECTION IV. MORAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,976. DEITY ,1. SUPERHUMAN BEINGS AND REGIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,977. ANGEL ,1. SUPERHUMAN BEINGS AND REGIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,978. SATAN ,1. SUPERHUMAN BEINGS AND REGIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,979. JUPITER ,1. SUPERHUMAN BEINGS AND REGIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,Mythological and other fabulous Deities and Powers 
,,,980. DEMON ,1. SUPERHUMAN BEINGS AND REGIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,Mythological and other fabulous Deities and Powers 
,,,981. HEAVEN ,1. SUPERHUMAN BEINGS AND REGIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,Mythological and other fabulous Deities and Powers 
,,,982. HELL ,1. SUPERHUMAN BEINGS AND REGIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,Mythological and other fabulous Deities and Powers 
,,,983. THEOLOGY ,2. RELIGIOUS DOCTRINES ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,983a. orthodoxy 
,,,984. HETERODOXY ,2. RELIGIOUS DOCTRINES ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,985. JUDEO-CHRISTIAN REVELATION ,2. RELIGIOUS DOCTRINES ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,986. NON-JUDEO-CHRISTIAN REVELATION ,2. RELIGIOUS DOCTRINES ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,987. PIETY ,3. RELIGIOUS SENTIMENTS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,988. IMPIETY ,3. RELIGIOUS SENTIMENTS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,989. IRRELIGION ,3. RELIGIOUS SENTIMENTS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,990. WORSHIP ,4. ACTS OF RELIGION ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,991. IDOLATRY ,4. ACTS OF RELIGION ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,992. SORCERY ,4. ACTS OF RELIGION ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,993. SPELL ,4. ACTS OF RELIGION ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,994. SORCERER ,4. ACTS OF RELIGION ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,995. CHURCHDOM ,5. RELIGIOUS INSTITUTIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,996. CLERGY ,5. RELIGIOUS INSTITUTIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,997. LAITY ,5. RELIGIOUS INSTITUTIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,998. RITE ,5. RELIGIOUS INSTITUTIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,999. CANONICALS ,5. RELIGIOUS INSTITUTIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,1000. TEMPLE ,5. RELIGIOUS INSTITUTIONS ,SECTION V. RELIGIOUS AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
